tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,root_id
848127,321565,True,Fri Oct 20 14:46:58 +0000 2017,LOCKED FROM AMAZON ACCOUNT! FRAUD IS SERIOUS - BUT NOT TO AMAZON! BEWARE FOLKS/BEEN ALMOST A BUSINESS WEEK SINCE SOMEONE  @115821,848126,,848127.0
2162449,634954,True,Thu Nov 09 07:36:25 +0000 2017,@AmazonHelp No it's fine.... I just forgot to put the battery,,2162448.0,2162450.0
91379,135811,True,Thu Nov 30 14:55:18 +0000 2017,#lgq6appquiz @115850 where is the result??? Making fools who attended this contest right???,91378,,91379.0
1424210,450933,True,Thu Nov 02 10:18:48 +0000 2017,@AmazonHelp hi there - I accidentally cancelled an order that's out for delivery today. Can I reverse it as I still want it!,1424207,,1424210.0
1494792,467076,True,Fri Nov 03 10:57:03 +0000 2017,ホンネテレビを見てたら、なぜか(笑)fire tv stickが欲しくなったので買ってきてしまった。,1494791,,1494792.0
180210,158403,True,Wed Oct 04 11:35:22 +0000 2017,Amazon is doing so many frauds. i oredered iphone7and what is receved is a box with charger and earphone so be carefull@amazonIN@AmazonHelp,180209,,180210.0
1730714,467051,True,Tue Nov 07 11:29:50 +0000 2017,@AmazonHelp Je reviens vers vous encore une fois. Je n'ai eu AUCUNE nouvelle concernant ma demande. 24h théoriquement ça fait plus de 72H !,1730712,,1730714.0
21420,120685,True,Wed Nov 01 07:51:39 +0000 2017,@AmazonHelp In time for the birthday*,,21419.0,21423.0
1305175,424982,True,Fri Oct 27 01:56:43 +0000 2017,"@118919 hello amazon, when can I book an iPhone X ?",1305174,,1305175.0
601303,262648,True,Sun Dec 03 21:36:57 +0000 2017,@AmazonHelp Thank you,,601302.0,601305.0
318034,191891,True,Sat Oct 07 09:35:17 +0000 2017,"Bonjour @120533, commande toujours pas livrée... help https://t.co/dbuSdYF1oP",318033,,318034.0
914823,337244,True,Sat Oct 21 08:58:31 +0000 2017,@AmazonHelp Called thrice. Not resolved. You guys are my final attempt.,,914822.0,914824.0
2318418,672076,True,Mon Nov 13 10:45:54 +0000 2017,Amazonでコンビニ決済で注文したのに支払い番号来ないんだが…,2318417,,2318418.0
2501994,713667,True,Wed Nov 15 20:09:07 +0000 2017,@AmazonHelp Grazie! 😊,2501996,2501993.0,2501995.0
1450055,456481,True,Thu Nov 02 18:37:15 +0000 2017,@AmazonHelp It said on the website and email that I'll receive £7.99 on refunds. What about the rest? Especially the £75 bomb!,1450057,1450054.0,1450056.0
619114,197812,True,Fri Nov 10 05:20:51 +0000 2017,@115850 being is d service industry no courtesy to speak to the customer inspite of escalation.shocked amazon has no business ethics,619113,,619114.0
1070070,372495,True,Mon Oct 23 16:00:44 +0000 2017,@AmazonHelp Done.,,1070069.0,1070071.0
440172,219463,True,Wed Oct 11 14:33:15 +0000 2017,"@AmazonHelp Wetter, Musik, das wird gross beschrieben, aber genau dieses Amazon Video nicht so deutlich. Wuensche dem Team einen schoenen Abend. :)",440173,440171.0,440175.0
2766275,773627,True,Tue Nov 21 13:16:49 +0000 2017,@AmazonHelp Pas de soucis. Merci de votre reponse.,2766276,2766274.0,2766265.0
327591,194093,True,Sat Oct 07 17:31:03 +0000 2017,"@AmazonHelp The page only lets me get a refund, I need an exchange for a working one. It's a gift for a 3 year old, I can't take it out of his hands.",327592,327590.0,327589.0
928356,340276,True,Sat Oct 21 15:05:43 +0000 2017,Sistema burro da @115821 dificulta mudança de senha para cliente que a perdeu.,928355,,928356.0
1654211,117331,True,Tue Nov 07 14:04:09 +0000 2017,Setting up your new #XboxOneX? RT if you got yours! 🎮 https://t.co/2sP3QjBeRf,"1654212,1654213,1654214,1654210,1654215",,1654211.0
820134,315362,True,Thu Oct 12 21:52:23 +0000 2017,My autographed @127390 book from @115821 was basically crushed in its package 😭🐢 sad https://t.co/Fgoi8UEMW8,820133,,820134.0
379387,206021,True,Mon Oct 09 07:00:38 +0000 2017,@AmazonHelp J'ai fait une demande d'annulation.,,379386.0,379389.0
1091306,377484,True,Mon Oct 23 23:33:24 +0000 2017,@AmazonHelp Yep. 4th or 5th time this year.,1091308,1091305.0,1091307.0
1390027,442795,True,Sun Oct 29 06:55:29 +0000 2017,@AmazonHelp I just want contact no of delivery person.I will collect from that person.Dont want to depend on u guys,1390029,1390025.0,1389987.0
1537459,476637,True,Tue Oct 17 02:07:57 +0000 2017,"@AmazonHelp Sorry, am not doing it ... Order / tracking details in my first tweet ... Solve this if you can else leave it ...",,1537458.0,1537430.0
609449,264876,True,Wed Nov 22 13:51:34 +0000 2017,"@AmazonHelp Ah mais moi je m'en contrefous de ce que vous faites, tout ce qui m'intéresse c'est d'obtenir ce que je cherche au meilleur prix.",609451,609448.0,609450.0
317503,191776,True,Sat Oct 07 10:11:44 +0000 2017,@AmazonHelp Amazon on the packaging so I assume amazon.,317506,317501.0,317504.0
1487687,465531,True,Fri Nov 03 05:11:10 +0000 2017,@115833 has a nice collection of children's stories. My kid doesn't even ask me to tell a story anymore. Praise the AI overlords!,1487686,,1487687.0
2819931,785984,True,Mon Nov 27 05:41:06 +0000 2017,今日はじめてAmazonの架空請求メールきた,2819930,,2819931.0
842378,320351,True,Fri Oct 20 13:49:16 +0000 2017,@AmazonHelp But the order is not visible in orders section . It's been more than 8 days since cancellation,842380,842377.0,842379.0
665153,278528,True,Fri Oct 13 10:29:58 +0000 2017,@AmazonHelp Yes I've changed email address,665152,665154.0,665155.0
524284,241209,True,Sat Dec 02 13:00:28 +0000 2017,@241208 @AmazonHelp 公式からリプきててわろた,524285,524281.0,524282.0
135081,146432,True,Fri Nov 24 08:45:05 +0000 2017,@115830 the headphones I have just brought now have £10 off just one day later. Is there anything you can do about this?,135078,,135081.0
2815505,784931,True,Mon Nov 27 02:47:37 +0000 2017,"@115850 I'm presently using OP3T, is there any exchange policy.. I just can't wait to get my hands on 5T.. in love with it..",2815503,5244.0,5159.0
2823151,786666,True,Mon Nov 27 08:40:48 +0000 2017,@AmazonHelp Between tomorrow (27th) and Thursday. So hopefully it will be in the way soon,2823153,2823150.0,2823155.0
282501,183302,True,Fri Oct 06 11:53:10 +0000 2017,@AmazonHelp oneplus 5 payment issue..auto debit issue https://t.co/Ez6eOo1RFL,282499,,282501.0
2395744,689659,True,Tue Nov 14 18:15:34 +0000 2017,@AmazonHelp My email says it has now been delivered but I won't be able to verify that until late tonight. Thank you for responding.,,2395743.0,2395745.0
639576,271709,True,Sun Nov 26 07:12:20 +0000 2017,"@AmazonHelp @271708 If you buy from Amazon, make sure you it is NOT from a 3rd party seller.   Amazon does nothing if anything goes wrong, and in my experience, neither will the 3rd party seller.",639578,639574.0,639586.0
1608788,493993,True,Tue Oct 17 10:53:29 +0000 2017,@AmazonHelp @115850  Really Poor service for my order no 402-1964321-3794765. Ordered a watch from Amazon nd see how i got it. 1/3 https://t.co/kXMh7x5k9P,"1608787,1608789",,1608788.0
1713810,504292,True,Tue Nov 07 02:31:50 +0000 2017,"Really its pathetic services by @115850 since 2days trying to connect but faild. Is tht services we pple deserve, no helpline no. provided https://t.co/sHwU0uG4p3","1713809,1713811",,1713810.0
167975,155076,True,Fri Nov 24 21:07:29 +0000 2017,@AmazonHelp It was via the US website (.com),,167973.0,167976.0
1413796,448559,True,Thu Nov 02 02:20:57 +0000 2017,"@AmazonHelp They just changed it to Friday by 8pm. If it doesn’t happen, I’ll respond. :)",,1413794.0,1413797.0
1602339,491839,True,Sun Nov 05 08:54:41 +0000 2017,"@AmazonHelp Yes this is reported. Of the two balance deductions, one has been credited to my Amazon Pay Balance , however not sure for second?",1602341,1602337.0,1602340.0
1079396,374607,True,Tue Oct 17 09:45:13 +0000 2017,@AmazonHelp That was not a solution. It was a excuse. You are having poor policy towards customer. Then what is meaning of that mail?? I need my money to my bank account.,1079397,1079394.0,1079369.0
1061343,370607,True,Mon Oct 23 13:34:01 +0000 2017,@AmazonHelp Blu ray,,1061341.0,1061344.0
2290755,665394,True,Mon Nov 13 09:22:27 +0000 2017,"@AmazonHelp It's more than 24 Hrs &amp; didn't get any calls. Is this the way u wana help someone ? I made a pick up request on Nov-1st. 3 times I calld u, waited 10 days &amp; tweeted u. still no use.  Simply u r the worst. Flipkart is far better than u. U guys beter learn this business from them.",2290757,2290754.0,2290756.0
2490664,711148,True,Wed Nov 15 17:55:45 +0000 2017,@AmazonHelp Now i have to wait again for 12hrs. https://t.co/VKnz02j6vE,2490665,2490663.0,2490662.0
2128954,626714,True,Wed Nov 08 20:42:32 +0000 2017,@AmazonHelp Alguna solución? Porque la Ram no tiene fecha de entrada y a mí me llega el pc mañana.,2128956,2128952.0,2128951.0
1409535,447628,True,Sat Oct 28 19:21:04 +0000 2017,Hi @AmazonHelp. Was supposed to receive delivery today and tracking info only updated in last 15 mins to say it’s delayed. V. disappointed!!,1409533,,1409535.0
931819,141364,True,Sat Oct 14 02:04:26 +0000 2017,@341036 @AmazonHelp Thanks! I appreciate the feedback. Just wait until Amazon’s support team learns about #MoviesAnywhere. They’ll go wild! Cheers,931820,931816.0,931822.0
588745,259150,True,Sun Dec 03 16:31:29 +0000 2017,"@AmazonHelp Thank you! Called and spoke to customer support. Turns out someone was buying items to download to their Kindle. I am getting refunded through my bank, but I feel there should be some sort of repercussions for people that have been caught blatantly stealing from people on Amazon.",,588744.0,588746.0
318864,192069,True,Sat Oct 07 11:35:38 +0000 2017,@AmazonHelp Check these screen shots from phone and desktop https://t.co/Gcyda7ubK2,318866,318863.0,318865.0
2105780,621524,True,Wed Nov 08 13:23:00 +0000 2017,@AmazonHelp わざわざありがとうございます！,2105779,2105781.0,2105782.0
2966395,818380,True,Wed Nov 29 23:13:59 +0000 2017,@AmazonHelp Yes. 3 so far this week. 2 arrived today (2days late) and one was supposed to arrive today and I have again received a sorry it's delayed email instead of my package. This last one did not even get picked up to be delivered today.,2966397,2966394.0,2966396.0
1689249,330809,True,Tue Oct 17 17:24:51 +0000 2017,"@AmazonHelp gosto, e não gosto pouco hahahaha 😁😌",1689251,1689248.0,1689263.0
1283907,420331,True,Thu Oct 26 18:08:26 +0000 2017,"@AmazonHelp Oh bah on a le choix ! Et une livraison lundi pour le guide Mario alors que je devais l'avoir demain... Depuis 3 semaines, c'est le festival https://t.co/qnFdHJoQte","1283909,1283910",1283906.0,1283915.0
2288395,664836,True,Sun Nov 12 04:02:18 +0000 2017,"@664835 @AmazonHelp don't talk to Amazon like that Casey, fucker",2288396,2288393.0,2288394.0
678284,281821,True,Thu Nov 23 07:10:33 +0000 2017,@AmazonHelp Yeah I’ve done it all,678283,678285.0,678286.0
1776398,526200,True,Wed Nov 08 00:10:10 +0000 2017,@AmazonHelp Muchísimo. ¿Habrá segunda? Esta ha sido muy cortita... 😥😥😭😭,1776400,1776397.0,1776399.0
1019595,361248,True,Sat Oct 14 16:03:57 +0000 2017,"@AmazonHelp Tracking status states, ""Your package was left in the mail room."" What does that mean?",1019597,1019594.0,1019596.0
2428181,697179,True,Sun Nov 26 18:01:45 +0000 2017,"@115830 bought a Cermalon copper induction base pan set, but only 1 pan out of 5 is working - others do not read compatible...???",2428180,,2428181.0
481659,229483,True,Wed Nov 29 13:02:12 +0000 2017,@AmazonHelp  https://t.co/xEsk5pfSFy,,481658.0,481666.0
2944371,813369,True,Wed Nov 29 14:48:25 +0000 2017,@115830 #amazon just been told by neighbour driver has wedged delivery in door handle and pierced packing. When preferred drop off was 10 feet away. Anyone could of taken it.....,2944370,,2944371.0
1328715,430000,True,Wed Oct 18 11:39:37 +0000 2017,"@AmazonHelp ご丁寧にありがとうございます。
出荷準備中と書いていた気がするのですが、キャンセルリクエストを送ったところキャンセルできましたとのメールが送られてきました。
よく考えず購入まで進んでしまい申し訳ございませんでした…",1328717,1328714.0,1328716.0
2385201,687457,True,Fri Oct 20 09:19:12 +0000 2017,"@115850 I tried contacting for an issue and notification I received is, You have been blocked by our customer service. Worst Service.","2385200,2385202",,2385201.0
1334342,431274,True,Fri Oct 27 13:47:12 +0000 2017,What’s the point of 2 day shipping if your going to ship the order 12 days after I place it? @AmazonHelp,1334340,,1334342.0
1375720,440240,True,Sat Oct 28 01:37:33 +0000 2017,"@AmazonHelp @119038 Hi, I have a Spanish Amazon Prime account. After linking it with my Twitch one, will I get charged anything? Cheers.","1375721,1375718",,1375720.0
2379827,668790,True,Tue Nov 14 04:41:08 +0000 2017,"@AmazonHelp Spent $13 on a package friday. Said it would come tuesday. Just checked my orders and now it says it will come on Thursday. Thanks for the ""2 day free shipping"".",2379826,,2379827.0
930220,221665,True,Mon Nov 20 00:04:30 +0000 2017,@AmazonHelp ?,,930219.0,930223.0
639567,271705,True,Wed Nov 22 20:09:49 +0000 2017,@AmazonHelp Why you don’t request a signature on an expensive purchase is beyond me. Clearly driver has stolen it. So annoying.,639565,639568.0,639569.0
2975767,492257,True,Tue Oct 31 20:03:37 +0000 2017,@136314 In fact - the same error no matter what folder I select - even local HDD.,2975766,2975768.0,2975768.0
2078555,614749,True,Sat Nov 25 14:57:32 +0000 2017,@AmazonHelp Yes but how am I going to get the game with the code? I’ll enter the code in the Playstation store and then download the game?,2078557,2078554.0,2078556.0
1099841,379533,True,Sun Oct 15 06:23:34 +0000 2017,@AmazonHelp u have worst delivery partners. All my orders delayed.,1099839,,1099841.0
2418363,694874,True,Tue Nov 14 17:49:47 +0000 2017,"Hey, @115821... Your delivery drivers are super classy: https://t.co/nlsVYrqwSL

😡

This is unacceptable. @AmazonHelp",2418362,,2418363.0
1730755,522975,True,Tue Nov 07 11:29:51 +0000 2017,"@115850 price fr ths prdct is 999 oly &amp; u r showing 1390 rs just to show 541 rs off. Cheating people, shame on u premium brand.#Unexpected https://t.co/FGCOnzJRGf","1730753,1730761",,1730755.0
465818,127186,True,Fri Dec 01 18:16:37 +0000 2017,@115850 Suggesting people don't buy mobiles from Amazon specially Mi products. They are delivering refurbished devices. Be aware of this. I am one of the victim lost 12K because of this. Device dead and service center not claimed the warranty. Says already opened,495793,465817.0,465817.0
925342,339591,True,Sat Oct 21 14:04:32 +0000 2017,oi @117086 https://t.co/9kyANZfq00,925341,,925342.0
781251,306518,True,Sat Oct 07 21:02:49 +0000 2017,@116618 can I stream live HBO on Amazon Prime? Do you have the ID channel as well? Asking for a friend...,781250,,781251.0
1140867,388549,True,Wed Oct 25 13:26:31 +0000 2017,"@AmazonHelp J'ai reçu adj la coque du smartphone que jai commandé le smartphone, lui a disparu 2 fois,seuls les colis de valeurs semblent ne pas arriver",1140871,1140863.0,1140869.0
1482321,464181,True,Fri Nov 03 02:56:13 +0000 2017,@AmazonHelp Gracias por su pronta respuesta. No sabia que esta semana no había juego. #disculapa,1482323,1482320.0,1482322.0
955646,346732,True,Sat Oct 21 22:51:49 +0000 2017,"@AmazonHelp Some foreign gentleman with a very hard to understand accent asked me ""what do you want me to do? Find your package and drive to your house?",955647,955644.0,955635.0
2055043,295820,True,Wed Oct 18 23:56:07 +0000 2017,@AmazonHelp both my echos are no longer responding to voice commands.. bad update?? Or do I need an update??,2055041,,2055043.0
2870712,147140,True,Tue Nov 28 01:50:57 +0000 2017,Meu primeiro eBook“Precisamos falar sobre o Kevin”! ja amo  https://t.co/4jEOz05NUB,2870711,,2870712.0
102992,138650,True,Thu Nov 30 18:07:31 +0000 2017,@AmazonHelp j'ai reçu un mauvais article,102994,102991.0,102993.0
2292312,569445,True,Sat Nov 11 22:00:01 +0000 2017,@AmazonHelp why offer 2 day shipping for prime when item will take 4 days to get it. #cancellingprime #nothappy,2292310,,2292312.0
172312,156267,True,Fri Nov 24 22:55:41 +0000 2017,@AmazonHelp Please!  This is outrageously wasteful and ignorant.,,172311.0,172313.0
2294241,336033,True,Thu Oct 19 19:54:04 +0000 2017,@AmazonHelp Everytime I reset my password - it resets the account that doesn't have prime,2294240,2294242.0,2294242.0
565826,252624,True,Sun Dec 03 01:00:20 +0000 2017,@115821 please ditch @118706 they are ruining the reason I have prime.,565825,,565826.0
1835788,146582,True,Wed Oct 18 06:43:50 +0000 2017,@AmazonHelp My order could not get delivered yesterday so I called for rescheduling it today before 12 as I am not available after that,"1835790,1835791",1835787.0,1835789.0
2619655,740262,True,Fri Nov 17 15:31:31 +0000 2017,@AmazonHelp @115830 is this courier actually serious? Left parcels on a bench near a shed in a neighbours garden??? Parcels aren't there??? https://t.co/EVDVQLOjdL,2619653,,2619655.0
2295127,666437,True,Sun Nov 12 00:36:35 +0000 2017,"@115821 don't know if this is a one off but....
Order split into two and I am being charged £2.53 p&amp;p on an order placed to receive free p&amp;p",2295125,,2295127.0
152159,150777,True,Fri Nov 24 16:25:11 +0000 2017,@AmazonHelp @150765  https://t.co/agDeSN0u6b,,152158.0,152160.0
34556,123487,True,Tue Oct 24 00:23:13 +0000 2017,"@AmazonHelp My prime membership has expired &amp; the one bundled with echo purchase has not become effective. So no prime vid, amazon now &amp; fast shipping",34555,34557.0,34558.0
2617329,739728,True,Sun Nov 26 21:23:07 +0000 2017,When your boyfriend gets an email saying his package would be delivered by 8pm today. So Christmas shopping was cancelled. He just got an email saying it ‘might’ be here before Wednesday. Cheers @115830,2617327,,2617329.0
629606,269146,True,Mon Nov 20 15:42:47 +0000 2017,@115821 still didn't get any reply from Amazon regarding my refund this is totally ridiculous.,"629605,629607",,629606.0
1929383,421448,True,Wed Oct 18 22:00:29 +0000 2017,@AmazonHelp Su responsable en #Amazon @37228 no está haciendo bien su trabajo pues @135806 es un desastre en Murcia y debe saber,,1929382.0,1288881.0
2597926,241206,True,Fri Nov 17 04:54:53 +0000 2017,@AmazonHelp justo el de hoy de @3634 vs Titans =),2597924,2597927.0,2597928.0
30032,122605,True,Wed Nov 01 11:42:01 +0000 2017,@AmazonHelp And thank you for the help.,30035,30031.0,30036.0
778452,305889,True,Thu Oct 12 04:50:26 +0000 2017,"@AmazonHelp Thanks, now done this",,778451.0,778453.0
1117737,172901,True,Tue Oct 24 04:27:30 +0000 2017,@AmazonHelp Does Amazon offer discount for hosting/cloud services for Prime Member?,1117736,,1117737.0
1953435,579940,True,Thu Nov 16 11:35:20 +0000 2017,@AmazonHelp In the email just encouraged to order again from another seller at twice the cost . Forgive me for being sceptical but why would I do that ?,,1953434.0,1953436.0
726955,294133,True,Wed Oct 11 06:27:32 +0000 2017,@AmazonHelp D'acc! Merci de l'aide O/,726957,726954.0,726958.0
1735279,523982,True,Tue Nov 07 14:14:54 +0000 2017,@AmazonHelp 購入するのを再検討します。お手数かけてすみません。丁寧な対応ありがとうございました🙇,,1735278.0,1735280.0
2786267,446110,True,Tue Nov 21 20:30:50 +0000 2017,@AmazonHelp Estimated delivery is Saturday,2786269,2786266.0,2786261.0
183004,159040,True,Wed Oct 04 14:45:35 +0000 2017,@159041 @159042 Which platform might I ask?,183003,183005.0,183006.0
1494313,466976,True,Fri Nov 03 10:50:32 +0000 2017,Acabo de recibir un paquetito de @116928 que me hace salivar. Deseando pasar el finde con @80092 @80093 y @80094 https://t.co/kh8oFTY9rC,1494311,,1494313.0
756344,300779,True,Wed Oct 11 18:56:17 +0000 2017,@AmazonHelp Thanks I’ve emailed back,,756343.0,756342.0
792060,308867,True,Thu Oct 12 13:04:27 +0000 2017,"@116316 wieso versendet ihr Pakete mit @122924  ?
Dieser Paketdienst ist der Horror seit 3 Tagen Sendungsverlauf Paket in Zustellung",792059,,792060.0
1704769,271700,True,Tue Nov 07 16:36:58 +0000 2017,"@AmazonHelp Yup and I was lied to. I was told you guys called ups to make sure I got my item on time. And that was a lie, I never got it.",1704770,1704768.0,1704778.0
2897538,802821,True,Wed Nov 29 15:58:04 +0000 2017,@AmazonHelp Still no delivery which should have been here Monday by 17:00. Won't be doing any #christmasshopping with @115830 this year. Awful amazon logistics letting their customers down. #Amazon,2897539,2897536.0,2897532.0
746787,191901,True,Wed Oct 11 16:47:42 +0000 2017,@AmazonHelp A pathetic email asking me to be Pattie ya dad wait a further 2 days. It’s a PRIME item saying today until email at 5:30,746784,746788.0,746789.0
231568,171150,True,Thu Oct 05 09:42:47 +0000 2017,@115850 Filled out your form. Indicated that someone would call me in 12 hours. No call yet. #fail,231566,231572.0,231572.0
2898916,803123,True,Tue Nov 28 17:28:57 +0000 2017,@AmazonHelp Okay i already reset my password and it's still locked i just wanna know if my order will still be delivered or not i already purchased it?,"2898918,2898919",2898915.0,2898925.0
729249,127254,True,Wed Oct 11 09:03:02 +0000 2017,@AmazonHelp Yes. I have checked it repeatedly and o have asked for the unnecessary code to be resent about 10 times and still nothing.,,729247.0,729246.0
2902470,803910,True,Tue Nov 28 18:48:05 +0000 2017,@AmazonHelp Il devait arriver aujourd'hui et je ne peux pas avoir le suivi de colis mtn,2902472,2902469.0,2902471.0
1381129,416255,True,Mon Oct 30 06:17:55 +0000 2017,@AmazonHelp Pls update the status.,2513468,1381128.0,1381128.0
144120,148582,True,Fri Nov 24 14:36:21 +0000 2017,@AmazonHelp Than what's the whole point havins a social media team if they can't help? Why do a customer goes to social media ? I'm amazed at your wit's this is really autocratic on part of Amazon. The least you could do is arrange a call back.,144121,144119.0,144116.0
2044851,222860,True,Thu Nov 30 23:21:57 +0000 2017,@115821 I do not pay for Prime and two day shipping and order Prime items so that Amazon can ship them to me whenever you feel like it.,2044849,,2044851.0
2385786,271571,True,Fri Oct 20 10:05:15 +0000 2017,"@AmazonHelp Hello, no update as whether they will be delivering today, it only says delivery delayed.",2385788,2385785.0,2385787.0
2398887,576125,True,Fri Oct 20 11:10:36 +0000 2017,Ya hoy deberia tomar decisión de cancelar mi orden por @115821. Parece q no quieren enviar a Puerto Rico. @AmazonHelp,2398884,,2398887.0
2867201,795716,True,Tue Nov 28 00:45:07 +0000 2017,@AmazonHelp .... yes as i told your rep who said i have to wait up to 36 hours when i  was promised it today,2867199,2867202.0,2867203.0
2454456,703115,True,Wed Nov 15 03:35:17 +0000 2017,If @115821 doesn't let me cancel my order of #BattlefrontII I'm going to cancel my card immediately just so I don't have to buy the damn thing.,2454455,,2454456.0
718412,292008,True,Sat Nov 25 07:34:56 +0000 2017,@119625 Please add Kannada language movies. So many prime users from Bangalore are waiting.,718411,,718412.0
130335,145396,True,Fri Nov 24 06:07:23 +0000 2017,"@115821 YOUR  COURIER AGENT  AT SURAT, GUJARAT, INDIA  DID'T FIND MY ADDRESS.  CHANGE HIM  AS SOON AS  POSSIBLE.  R  MY  RESIDENCE AT  MOON?  Y  HE DID'T  TRACK  ME?",130334,,130335.0
1429549,452028,True,Mon Oct 16 17:55:40 +0000 2017,"Dear @117634 - I want to lend my book on kindle to a friend for 5 days; how to do that ?
Thank you.",1429547,,1429549.0
1187723,188339,True,Tue Oct 24 23:17:10 +0000 2017,@AmazonHelp I FEEL LIKE YOU GUYS ARE CUTTING IT REALLY CLOSE #Oct24 https://t.co/Pzi0iQLBpL,1187722,,1187723.0
1353529,435662,True,Mon Oct 16 15:09:48 +0000 2017,"@AmazonHelp That someone would ""try"" to deliver tomorrow. Not addressing the issue of why they couldn't find my house today. I have no confidence",1353531,1353528.0,1353530.0
2919834,808145,True,Wed Nov 29 00:50:52 +0000 2017,"@AmazonHelp Signed my wife up for Prime with her mobile number and have not been able to sign back in since the acct was created like 5 days ago. There’s no email associated with this acct yet. Super strange. Never had this issue before. And before I’m charged, I need to use the acct 1st.",2919833,2919835.0,2919836.0
210448,165812,True,Wed Oct 04 18:15:31 +0000 2017,#Amazon #amazonprime  #AmazonIndia stop fooling people by displaying fake prices under the tag of #Prime .,210444,210479.0,210479.0
1034757,364772,True,Mon Oct 23 06:19:05 +0000 2017,I@forgot to cancel my amazon prime trial ugh now I’ve been charged,1034756,,1034757.0
1570206,484246,True,Sat Nov 04 17:10:08 +0000 2017,@AmazonHelp yooo,1570205,,1570206.0
362435,201840,True,Sun Oct 08 17:59:25 +0000 2017,"@AmazonHelp how do I contact u?Ordered pack of 40 erasers: 3 broken,some poor quality,some the same.Don't want 2 return all of them.Pls help",362434,,362435.0
2670725,563674,True,Sun Nov 19 12:09:32 +0000 2017,"Did some more testing of this camera, and something is clearly screwy... This is not what I'd expect in a 4k camera... I had contacted seller, but now think I should just return to @115830? :( https://t.co/cF3ebftGJl",2670723,2670726.0,2670726.0
1996384,150994,True,Sun Nov 26 10:34:29 +0000 2017,"@AmazonHelp I am trying to use my Echo Dot to control my Fire TV by following these instructions from your site https://t.co/dcIQTOkKSy but this is all I see in my Alexa app (no ‘Fire TV’ or option to link), can you help? https://t.co/SrsS5SLhus",1996382,,1996384.0
22476,120912,True,Tue Sep 26 09:49:07 +0000 2017,"@115821 après un chat direct avec vous au sujet d'une commande ne venant pas de moi, vous avez tout de même débité mon compte de 110,94€. ??",22475,,22476.0
1409544,206404,True,Sat Oct 28 22:12:08 +0000 2017,@AmazonHelp @AmazonHelp 's idea of compensation for wasting a whole day of my life? ~£6-7. That's a 'valued customer' in their eyes.,,1409543.0,1409547.0
485184,230442,True,Fri Dec 01 15:24:55 +0000 2017,@AmazonHelp Thanks!,485183,485185.0,485186.0
1623704,497351,True,Sun Oct 29 20:07:03 +0000 2017,@AmazonHelp They are songs that were “streaming” (not mine necessarily).  I say play blippi and it keeps trying to set up a pandora station,,1623703.0,1623705.0
2086359,197814,True,Wed Nov 08 12:32:08 +0000 2017,"@AmazonHelp I have contacted your customer care many times. But, their response is casual as they are offering me Refund.

However, I am expecting NEW product (as promised) instead of refund against the return of the product.

I have been duped by Amazon through ‘Deceptive Labelling’.",,2086358.0,2086354.0
2710338,761038,True,Sun Nov 26 23:05:15 +0000 2017,@AmazonHelp Just literally happened. We watched them speed off. Just wanted you all to be aware.,2710337,2710339.0,2710340.0
296737,186689,True,Wed Oct 04 02:57:10 +0000 2017,"@AmazonHelp To include it, I have to use a much more inconvenient solution. The 2 items are going to different people so it’s just very inconvenient.",296738,296735.0,296746.0
2852172,792992,True,Mon Nov 27 19:40:18 +0000 2017,"Hola, me cancelaron una orden, he contestado el mail y enviado por fax la información que me pidieron. Pueden desbloquear mi cuenta para asi poder hacer una compra? @AmazonHelp",2852171,,2852172.0
947225,344631,True,Sat Nov 25 22:28:29 +0000 2017,@AmazonHelp Como puedo checar esto? Mi cuenta con Amazon la abrí en https://t.co/DA1sqtzojM hace mucho. La de Prime desde esa misma cuenta este mes,947227,947224.0,947226.0
78742,133565,True,Thu Nov 30 13:08:35 +0000 2017,@AmazonHelp You need to improve your customer service. It’s slipping.,,78741.0,78740.0
236652,128911,True,Thu Oct 05 14:28:53 +0000 2017,@AmazonHelp I can’t wait I had to buy one for the book store I was doing my hw and couldn’t complete it Bc there were missing pages,236654,236651.0,236653.0
2531703,164060,True,Mon Oct 30 11:31:40 +0000 2017,@AmazonHelp No not according to this once I logged in.... https://t.co/PHKxRJbNo6,,2531702.0,2531705.0
1990285,589011,True,Wed Oct 18 22:31:20 +0000 2017,@AmazonHelp You people showing wrong information that courier unable to contact us though I am informing your customer care that delivery guy phone if,"1990287,1990288",1990284.0,1990283.0
394983,169172,True,Fri Sep 30 17:52:06 +0000 2016,@AmazonHelp @115830 45th day requesting any kind of response,394984,394982.0,395394.0
585790,258296,True,Sun Dec 03 14:55:59 +0000 2017,"Thanks @118706 and @115821 for the Sunday delivery, however for a unopened and undamaged box I would have happily waited until Monday. @123967 @AmazonHelp https://t.co/8sh7LRRCoQ",585789,,585790.0
1262594,415724,True,Thu Oct 26 11:04:42 +0000 2017,@AmazonHelp I bought a onesie on amazon and what I have received looks like a cheap knock off of the picture on the page,1262592,,1262594.0
2402378,691158,True,Tue Nov 14 14:09:10 +0000 2017,@AmazonHelp yes I’ve spoken customer service they’ve arranged refund of missing items but say I need to reorder https://t.co/RgoNFzd0sq,,2402375.0,2402379.0
